epoch,accuracy,loss,val_accuracy,val_loss
8,0.7126436829566956,0.7246654033660889,0.8470588326454163,0.3254432678222656
9,0.6982758641242981,0.673924446105957,0.8470588326454163,0.3285805583000183
10,0.7413793206214905,0.596293568611145,0.8588235378265381,0.3328666090965271
11,0.7701149582862854,0.5373724699020386,0.8588235378265381,0.3360913395881653
