epoch,accuracy,loss,val_accuracy,val_loss
8,0.8888888955116272,0.25568270683288574,1.0,0.027639279142022133
9,0.8919752836227417,0.2342398315668106,1.0,0.025605693459510803
10,0.9135802388191223,0.20209260284900665,1.0,0.0239923857152462
11,0.9166666865348816,0.2021152824163437,1.0,0.02285688742995262
