epoch,accuracy,loss,val_accuracy,val_loss
8,0.8371257781982422,0.4331935942173004,0.9758453965187073,0.09243808686733246
9,0.8658682703971863,0.3644871115684509,0.9758453965187073,0.09624075144529343
10,0.8814371228218079,0.3334328234195709,0.9710144996643066,0.10135213285684586
11,0.8838323354721069,0.31001874804496765,0.9710144996643066,0.10628724843263626
